"""http://localhost:8080#headquarter_of_7675576""","""Dammi la quartier generale di Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675577""","""Dammi tutti i quartier generale di Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675578""","""di qual quartier generale è Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675579""","""Elenca i quartier generale di Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675580""","""Mostrami l' quartier generale di Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675581""","""qual era quartier generale di Adult Video News?""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675582""","""qual è quartier generale di Adult Video News?""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675583""","""quale quartier generale ha Adult Video News?""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675584""","""Dammi la quartier generale di African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675585""","""Dammi tutti i quartier generale di African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675586""","""di qual quartier generale è African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675587""","""Elenca i quartier generale di African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675588""","""Mostrami l' quartier generale di African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675589""","""qual era quartier generale di African Arts?""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675590""","""qual è quartier generale di African Arts?""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675591""","""quale quartier generale ha African Arts?""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675592""","""Dammi la quartier generale di Burkes Peerage""","""select  ?o    {    <http://it.dbpedia.org/resource/Burke's_Peerage> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Pall_Mall_(Londra)""","""Pall Mall (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675593""","""Dammi tutti i quartier generale di Burkes Peerage""","""select  ?o    {    <http://it.dbpedia.org/resource/Burke's_Peerage> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Pall_Mall_(Londra)""","""Pall Mall (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675594""","""di qual quartier generale è Burkes Peerage""","""select  ?o    {    <http://it.dbpedia.org/resource/Burke's_Peerage> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Pall_Mall_(Londra)""","""Pall Mall (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675595""","""Elenca i quartier generale di Burkes Peerage""","""select  ?o    {    <http://it.dbpedia.org/resource/Burke's_Peerage> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Pall_Mall_(Londra)""","""Pall Mall (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675596""","""Mostrami l' quartier generale di Burkes Peerage""","""select  ?o    {    <http://it.dbpedia.org/resource/Burke's_Peerage> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Pall_Mall_(Londra)""","""Pall Mall (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675597""","""qual era quartier generale di Burkes Peerage?""","""select  ?o    {    <http://it.dbpedia.org/resource/Burke's_Peerage> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Pall_Mall_(Londra)""","""Pall Mall (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675598""","""qual è quartier generale di Burkes Peerage?""","""select  ?o    {    <http://it.dbpedia.org/resource/Burke's_Peerage> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Pall_Mall_(Londra)""","""Pall Mall (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675599""","""quale quartier generale ha Burkes Peerage?""","""select  ?o    {    <http://it.dbpedia.org/resource/Burke's_Peerage> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Pall_Mall_(Londra)""","""Pall Mall (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675600""","""Dammi la quartier generale di Gibraltar Chronicle""","""select  ?o    {    <http://it.dbpedia.org/resource/Gibraltar_Chronicle> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Gibilterra""","""Gibilterra""","""NPP"""
"""http://localhost:8080#headquarter_of_7675601""","""Dammi tutti i quartier generale di Gibraltar Chronicle""","""select  ?o    {    <http://it.dbpedia.org/resource/Gibraltar_Chronicle> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Gibilterra""","""Gibilterra""","""NPP"""
"""http://localhost:8080#headquarter_of_7675602""","""di qual quartier generale è Gibraltar Chronicle""","""select  ?o    {    <http://it.dbpedia.org/resource/Gibraltar_Chronicle> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Gibilterra""","""Gibilterra""","""NPP"""
"""http://localhost:8080#headquarter_of_7675603""","""Elenca i quartier generale di Gibraltar Chronicle""","""select  ?o    {    <http://it.dbpedia.org/resource/Gibraltar_Chronicle> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Gibilterra""","""Gibilterra""","""NPP"""
"""http://localhost:8080#headquarter_of_7675604""","""Mostrami l' quartier generale di Gibraltar Chronicle""","""select  ?o    {    <http://it.dbpedia.org/resource/Gibraltar_Chronicle> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Gibilterra""","""Gibilterra""","""NPP"""
"""http://localhost:8080#headquarter_of_7675605""","""qual era quartier generale di Gibraltar Chronicle?""","""select  ?o    {    <http://it.dbpedia.org/resource/Gibraltar_Chronicle> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Gibilterra""","""Gibilterra""","""NPP"""
"""http://localhost:8080#headquarter_of_7675606""","""qual è quartier generale di Gibraltar Chronicle?""","""select  ?o    {    <http://it.dbpedia.org/resource/Gibraltar_Chronicle> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Gibilterra""","""Gibilterra""","""NPP"""
"""http://localhost:8080#headquarter_of_7675607""","""quale quartier generale ha Gibraltar Chronicle?""","""select  ?o    {    <http://it.dbpedia.org/resource/Gibraltar_Chronicle> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Gibilterra""","""Gibilterra""","""NPP"""
"""http://localhost:8080#headquarter_of_7675608""","""Dammi la quartier generale di Gândul""","""select  ?o    {    <http://it.dbpedia.org/resource/Gândul> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Aurel_Vlaicu""","""Aurel Vlaicu""","""NPP"""
"""http://localhost:8080#headquarter_of_7675609""","""Dammi tutti i quartier generale di Gândul""","""select  ?o    {    <http://it.dbpedia.org/resource/Gândul> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Aurel_Vlaicu""","""Aurel Vlaicu""","""NPP"""
"""http://localhost:8080#headquarter_of_7675610""","""di qual quartier generale è Gândul""","""select  ?o    {    <http://it.dbpedia.org/resource/Gândul> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Aurel_Vlaicu""","""Aurel Vlaicu""","""NPP"""
"""http://localhost:8080#headquarter_of_7675611""","""Elenca i quartier generale di Gândul""","""select  ?o    {    <http://it.dbpedia.org/resource/Gândul> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Aurel_Vlaicu""","""Aurel Vlaicu""","""NPP"""
"""http://localhost:8080#headquarter_of_7675612""","""Mostrami l' quartier generale di Gândul""","""select  ?o    {    <http://it.dbpedia.org/resource/Gândul> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Aurel_Vlaicu""","""Aurel Vlaicu""","""NPP"""
"""http://localhost:8080#headquarter_of_7675613""","""qual era quartier generale di Gândul?""","""select  ?o    {    <http://it.dbpedia.org/resource/Gândul> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Aurel_Vlaicu""","""Aurel Vlaicu""","""NPP"""
"""http://localhost:8080#headquarter_of_7675614""","""qual è quartier generale di Gândul?""","""select  ?o    {    <http://it.dbpedia.org/resource/Gândul> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Aurel_Vlaicu""","""Aurel Vlaicu""","""NPP"""
"""http://localhost:8080#headquarter_of_7675615""","""quale quartier generale ha Gândul?""","""select  ?o    {    <http://it.dbpedia.org/resource/Gândul> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Aurel_Vlaicu""","""Aurel Vlaicu""","""NPP"""
"""http://localhost:8080#headquarter_of_7675616""","""Dammi la quartier generale di Il Venerdì di Repubblica""","""select  ?o    {    <http://it.dbpedia.org/resource/Il_Venerdì_di_Repubblica> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Cristoforo_Colombo""","""Cristoforo Colombo""","""NPP"""
"""http://localhost:8080#headquarter_of_7675617""","""Dammi tutti i quartier generale di Il Venerdì di Repubblica""","""select  ?o    {    <http://it.dbpedia.org/resource/Il_Venerdì_di_Repubblica> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Cristoforo_Colombo""","""Cristoforo Colombo""","""NPP"""
"""http://localhost:8080#headquarter_of_7675618""","""di qual quartier generale è Il Venerdì di Repubblica""","""select  ?o    {    <http://it.dbpedia.org/resource/Il_Venerdì_di_Repubblica> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Cristoforo_Colombo""","""Cristoforo Colombo""","""NPP"""
"""http://localhost:8080#headquarter_of_7675619""","""Elenca i quartier generale di Il Venerdì di Repubblica""","""select  ?o    {    <http://it.dbpedia.org/resource/Il_Venerdì_di_Repubblica> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Cristoforo_Colombo""","""Cristoforo Colombo""","""NPP"""
"""http://localhost:8080#headquarter_of_7675620""","""Mostrami l' quartier generale di Il Venerdì di Repubblica""","""select  ?o    {    <http://it.dbpedia.org/resource/Il_Venerdì_di_Repubblica> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Cristoforo_Colombo""","""Cristoforo Colombo""","""NPP"""
"""http://localhost:8080#headquarter_of_7675621""","""qual era quartier generale di Il Venerdì di Repubblica?""","""select  ?o    {    <http://it.dbpedia.org/resource/Il_Venerdì_di_Repubblica> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Cristoforo_Colombo""","""Cristoforo Colombo""","""NPP"""
"""http://localhost:8080#headquarter_of_7675622""","""qual è quartier generale di Il Venerdì di Repubblica?""","""select  ?o    {    <http://it.dbpedia.org/resource/Il_Venerdì_di_Repubblica> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Cristoforo_Colombo""","""Cristoforo Colombo""","""NPP"""
"""http://localhost:8080#headquarter_of_7675623""","""quale quartier generale ha Il Venerdì di Repubblica?""","""select  ?o    {    <http://it.dbpedia.org/resource/Il_Venerdì_di_Repubblica> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Cristoforo_Colombo""","""Cristoforo Colombo""","""NPP"""
"""http://localhost:8080#headquarter_of_7675624""","""Dammi la quartier generale di London Evening Standard""","""select  ?o    {    <http://it.dbpedia.org/resource/London_Evening_Standard> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Kensington_(Londra)""","""Kensington (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675625""","""Dammi tutti i quartier generale di London Evening Standard""","""select  ?o    {    <http://it.dbpedia.org/resource/London_Evening_Standard> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Kensington_(Londra)""","""Kensington (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675626""","""di qual quartier generale è London Evening Standard""","""select  ?o    {    <http://it.dbpedia.org/resource/London_Evening_Standard> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Kensington_(Londra)""","""Kensington (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675627""","""Elenca i quartier generale di London Evening Standard""","""select  ?o    {    <http://it.dbpedia.org/resource/London_Evening_Standard> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Kensington_(Londra)""","""Kensington (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675628""","""Mostrami l' quartier generale di London Evening Standard""","""select  ?o    {    <http://it.dbpedia.org/resource/London_Evening_Standard> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Kensington_(Londra)""","""Kensington (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675629""","""qual era quartier generale di London Evening Standard?""","""select  ?o    {    <http://it.dbpedia.org/resource/London_Evening_Standard> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Kensington_(Londra)""","""Kensington (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675630""","""qual è quartier generale di London Evening Standard?""","""select  ?o    {    <http://it.dbpedia.org/resource/London_Evening_Standard> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Kensington_(Londra)""","""Kensington (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675631""","""quale quartier generale ha London Evening Standard?""","""select  ?o    {    <http://it.dbpedia.org/resource/London_Evening_Standard> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Kensington_(Londra)""","""Kensington (Londra)""","""NPP"""
"""http://localhost:8080#headquarter_of_7675632""","""Dammi la quartier generale di South China Morning Post""","""select  ?o    {    <http://it.dbpedia.org/resource/South_China_Morning_Post> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Hong_Kong""","""Hong Kong""","""NPP"""
"""http://localhost:8080#headquarter_of_7675633""","""Dammi tutti i quartier generale di South China Morning Post""","""select  ?o    {    <http://it.dbpedia.org/resource/South_China_Morning_Post> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Hong_Kong""","""Hong Kong""","""NPP"""
"""http://localhost:8080#headquarter_of_7675634""","""di qual quartier generale è South China Morning Post""","""select  ?o    {    <http://it.dbpedia.org/resource/South_China_Morning_Post> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Hong_Kong""","""Hong Kong""","""NPP"""
"""http://localhost:8080#headquarter_of_7675635""","""Elenca i quartier generale di South China Morning Post""","""select  ?o    {    <http://it.dbpedia.org/resource/South_China_Morning_Post> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Hong_Kong""","""Hong Kong""","""NPP"""
"""http://localhost:8080#headquarter_of_7675636""","""Mostrami l' quartier generale di South China Morning Post""","""select  ?o    {    <http://it.dbpedia.org/resource/South_China_Morning_Post> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Hong_Kong""","""Hong Kong""","""NPP"""
"""http://localhost:8080#headquarter_of_7675637""","""qual era quartier generale di South China Morning Post?""","""select  ?o    {    <http://it.dbpedia.org/resource/South_China_Morning_Post> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Hong_Kong""","""Hong Kong""","""NPP"""
"""http://localhost:8080#headquarter_of_7675638""","""qual è quartier generale di South China Morning Post?""","""select  ?o    {    <http://it.dbpedia.org/resource/South_China_Morning_Post> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Hong_Kong""","""Hong Kong""","""NPP"""
"""http://localhost:8080#headquarter_of_7675639""","""quale quartier generale ha South China Morning Post?""","""select  ?o    {    <http://it.dbpedia.org/resource/South_China_Morning_Post> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Hong_Kong""","""Hong Kong""","""NPP"""
